Entity,Code,Day,average_deaths_2015_2019_all_ages,deaths_2020_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages
Egypt,EGY,2020-06-30,43242.4,78777,40798,44891,40513,44510,45500,
Egypt,EGY,2020-07-31,47098.2,61100,46374,45934,49581,46202,47400,
Egypt,EGY,2020-08-31,49596.8,55860,65363,44924,45737,46458,45502,
Egypt,EGY,2020-09-30,42533,,44519,41001,40863,43907,42375,
Egypt,EGY,2020-10-31,42905.2,46000,42403,42853,42394,44052,42824,
Egypt,EGY,2020-11-30,43682.8,,43253,44610,42684,44667,43200,
Egypt,EGY,2020-12-31,53216.2,,52835,54843,48461,53942,56000,
El Salvador,SLV,2020-01-31,3626.2,3553,3513,3974,3455,3711,3478,
El Salvador,SLV,2020-02-29,3168.4,3166,3117,3525,2931,3152,3117,
El Salvador,SLV,2020-03-31,3454.4,2998,3362,3548,3245,3397,3720,
El Salvador,SLV,2020-04-30,3331.6,2762,3222,3420,3327,3222,3467,
El Salvador,SLV,2020-05-31,3532,3284,3560,3723,3362,3420,3595,
El Salvador,SLV,2020-06-30,3746.2,6150,3804,3397,4305,3571,3654,
El Salvador,SLV,2020-07-31,3655.2,8484,3804,3234,3921,3769,3548,
El Salvador,SLV,2020-08-31,3549.6,4971,4002,3338,3467,3443,3498,
El Salvador,SLV,2020-09-30,3359.2,,3560,3187,3280,3222,3547,
England & Wales,,2020-01-05,12198.8,12253,12284,13045,11989,12721,10955,17751
England & Wales,,2020-01-12,13821.6,14057,16237,11497,13715,15050,12609,18042
England & Wales,,2020-01-19,13212.4,12990,14866,11470,13610,14256,11860,18676
England & Wales,,2020-01-26,12759.6,11853,13934,11312,12877,13935,11740,18448
England & Wales,,2020-02-02,12201.8,11612,12900,11042,12485,13285,11297,17192
England & Wales,,2020-02-09,11920.8,10984,12039,11154,12261,12490,11660,15354
England & Wales,,2020-02-16,11625,10948,11822,10589,11644,12246,11824,13809
England & Wales,,2020-02-23,11543.8,10840,11433,11056,11793,12142,11295,12614
England & Wales,,2020-03-01,11179.4,10815,11471,11283,11245,10854,11044,11592
England & Wales,,2020-03-08,11488.8,10892,11467,11005,11077,12997,10898,10987
England & Wales,,2020-03-15,11203.2,11017,10949,11015,10697,12788,10567,10311
England & Wales,,2020-03-22,10566.8,10646,10568,9626,10325,11913,10402,
England & Wales,,2020-03-29,10121.6,11142,10492,10281,10027,9941,9867,
England & Wales,,2020-04-05,10303.6,16387,9061,11599,9938,10794,10126,
England & Wales,,2020-04-12,10517.2,18516,10089,11414,8491,12301,10291,
England & Wales,,2020-04-19,10489.8,22351,11639,10925,9637,11223,9025,
England & Wales,,2020-04-26,10456.4,21997,10597,10412,10908,10306,10059,
England & Wales,,2020-05-03,9933.6,17953,10111,9133,9064,10153,11207,
England & Wales,,2020-05-10,9572.6,12657,8861,10633,10690,8624,9055,
England & Wales,,2020-05-17,10188.8,14573,10290,9953,10288,10141,10272,
England & Wales,,2020-05-24,9937.8,12288,9996,9738,10035,9636,10284,
England & Wales,,2020-05-31,8172.2,9824,8213,7909,8332,8147,8260,
England & Wales,,2020-06-07,9974.2,10709,10145,9873,9763,9950,10140,
England & Wales,,2020-06-14,9416.4,9976,9547,9384,9363,9343,9445,
England & Wales,,2020-06-21,9402,9339,9308,9361,9627,9256,9458,
England & Wales,,2020-06-28,9292.8,8979,9183,9227,9331,9212,9511,
England & Wales,,2020-07-05,9183.6,9140,9199,9138,9261,9258,9062,
England & Wales,,2020-07-12,9249.8,8690,9015,9387,9375,9293,9179,
England & Wales,,2020-07-19,9091.8,8823,8797,9344,9111,9127,9080,
England & Wales,,2020-07-26,9051.4,8891,8791,9331,8882,9141,9112,
England & Wales,,2020-08-02,9032.4,8946,8616,9176,8938,9161,9271,
England & Wales,,2020-08-09,9100,8945,8860,9161,9038,9319,9122,
England & Wales,,2020-08-16,9086.8,9392,9146,9070,9295,8830,9093,
England & Wales,,2020-08-23,9158.6,9631,9121,9318,9382,8978,8994,
England & Wales,,2020-08-30,8239.4,9032,9023,7921,8146,7865,8242,
England & Wales,,2020-09-06,9181.6,7739,7878,9397,9493,9445,9695,
England & Wales,,2020-09-13,9306.8,9811,9254,9123,9453,9191,9513,
England & Wales,,2020-09-20,9264.2,9522,9097,8945,9534,9305,9440,
England & Wales,,2020-09-27,9375,9634,9526,8993,9689,9150,9517,
England & Wales,,2020-10-04,9555,9945,9410,9287,9776,9503,9799,
England & Wales,,2020-10-11,9810.6,9954,9775,9717,9939,9649,9973,
England & Wales,,2020-10-18,9865,10534,9508,9768,10029,9864,10156,
England & Wales,,2020-10-25,9759.4,10739,9710,9724,9739,9603,10021,
England & Wales,,2020-11-01,9884.2,10887,9593,10152,9983,9529,10164,
England & Wales,,2020-11-08,10328.6,11812,9984,10467,10344,10151,10697,
England & Wales,,2020-11-15,10348.4,12254,9935,10690,10274,10193,10650,
England & Wales,,2020-11-22,10376.4,12535,9829,10602,10612,9957,10882,
England & Wales,,2020-11-29,10357,12456,9820,10438,10536,10033,10958,
England & Wales,,2020-12-06,10693.6,12303,10361,11223,10781,10287,10816,
England & Wales,,2020-12-13,10748,12292,10257,10528,11217,10550,11188,
England & Wales,,2020-12-20,11546,13011,10688,11486,12514,11116,11926,
England & Wales,,2020-12-27,7955.4,11520,8630,8002,8481,7131,7533,
England & Wales,,2021-01-03,7955.4,10069,,,,,,
Estonia,EST,2020-01-05,343.8,296,354,322,364,328,351,378
Estonia,EST,2020-01-12,344.8,331,340,334,393,319,338,393
Estonia,EST,2020-01-19,330.8,316,294,301,386,290,383,404
Estonia,EST,2020-01-26,335.6,300,321,335,360,338,324,351
Estonia,EST,2020-02-02,339.6,309,329,319,392,333,325,346
Estonia,EST,2020-02-09,340.8,276,332,353,351,343,325,375
Estonia,EST,2020-02-16,321.6,322,324,276,344,347,317,346
Estonia,EST,2020-02-23,338.6,334,332,313,337,389,322,398
Estonia,EST,2020-03-01,333.4,314,324,317,304,391,331,416
Estonia,EST,2020-03-08,334.4,293,355,293,328,391,305,408
Estonia,EST,2020-03-15,323.6,341,341,303,296,384,294,
Estonia,EST,2020-03-22,311.8,312,331,263,304,361,300,
Estonia,EST,2020-03-29,316.8,328,317,323,322,326,296,
Estonia,EST,2020-04-05,299.2,312,304,312,286,337,257,
Estonia,EST,2020-04-12,304,317,311,307,293,319,290,
Estonia,EST,2020-04-19,299.4,313,297,298,285,318,299,
Estonia,EST,2020-04-26,285.2,326,302,295,267,276,286,
Estonia,EST,2020-05-03,289.4,308,265,304,308,269,301,
Estonia,EST,2020-05-10,287.6,316,278,299,319,268,274,
Estonia,EST,2020-05-17,305.2,292,333,288,292,300,313,
Estonia,EST,2020-05-24,286.6,278,283,276,290,281,303,
Estonia,EST,2020-05-31,274.4,303,285,277,268,266,276,
Estonia,EST,2020-06-07,279.6,273,289,258,293,262,296,
Estonia,EST,2020-06-14,268.8,279,267,276,262,282,257,
Estonia,EST,2020-06-21,272,277,285,270,247,277,281,
Estonia,EST,2020-06-28,262.8,293,239,263,272,261,279,
Estonia,EST,2020-07-05,262.2,271,277,251,290,230,263,
Estonia,EST,2020-07-12,265.4,276,250,270,249,280,278,
Estonia,EST,2020-07-19,270,283,236,276,242,310,286,
Estonia,EST,2020-07-26,280.6,297,238,264,296,291,314,
Estonia,EST,2020-08-02,268,306,259,232,272,321,256,
Estonia,EST,2020-08-09,286.2,296,276,280,304,302,269,
Estonia,EST,2020-08-16,278.2,297,289,285,260,234,323,
Estonia,EST,2020-08-23,264.2,264,261,278,270,261,251,
Estonia,EST,2020-08-30,272.2,300,259,271,305,255,271,
Estonia,EST,2020-09-06,265.8,283,248,283,259,278,261,
Estonia,EST,2020-09-13,272.6,256,301,278,265,265,254,
Estonia,EST,2020-09-20,281.6,315,285,295,267,284,277,
Estonia,EST,2020-09-27,286.6,332,292,305,271,283,282,
Estonia,EST,2020-10-04,286.8,304,301,282,273,273,305,
Estonia,EST,2020-10-11,285.4,274,316,284,269,301,257,
Estonia,EST,2020-10-18,292.4,314,296,313,285,282,286,
Estonia,EST,2020-10-25,295.6,308,279,313,291,299,296,
Estonia,EST,2020-11-01,294.4,270,270,303,324,282,293,
Estonia,EST,2020-11-08,279.8,290,277,330,262,259,271,
Estonia,EST,2020-11-15,291,293,285,299,299,284,288,
Estonia,EST,2020-11-22,280.6,319,256,292,267,289,299,
Estonia,EST,2020-11-29,292.8,340,282,284,324,283,291,
Estonia,EST,2020-12-06,296.2,343,258,286,294,316,327,
Estonia,EST,2020-12-13,300.8,348,305,312,264,319,304,
Estonia,EST,2020-12-20,310.2,341,318,309,301,318,305,
Estonia,EST,2020-12-27,314.4,359,267,364,310,329,302,
Estonia,EST,2021-01-03,314.4,370,,,,,,
Finland,FIN,2020-01-05,1165.2,1046,1084,1184,1273,1072,1213,1098
Finland,FIN,2020-01-12,1180.4,1068,1159,1192,1335,1091,1125,1120
Finland,FIN,2020-01-19,1172.4,1059,1151,1249,1208,1083,1171,1200
Finland,FIN,2020-01-26,1127.2,1039,1040,1186,1145,1131,1134,1146
Finland,FIN,2020-02-02,1137.6,1074,1062,1183,1116,1186,1141,1084
Finland,FIN,2020-02-09,1123,1115,1062,1167,1106,1110,1170,1044
Finland,FIN,2020-02-16,1098.8,1098,1093,1047,1122,1143,1089,1143
Finland,FIN,2020-02-23,1095.2,1091,1075,1046,1124,1173,1058,1102
Finland,FIN,2020-03-01,1120.2,1050,1126,1075,1083,1247,1070,1038
Finland,FIN,2020-03-08,1102.6,1106,1134,1023,1048,1223,1085,
Finland,FIN,2020-03-15,1102.8,1105,1047,1041,1021,1251,1154,
Finland,FIN,2020-03-22,1087.6,1122,1015,1095,1065,1216,1047,
Finland,FIN,2020-03-29,1064,1108,1012,1097,985,1154,1072,
Finland,FIN,2020-04-05,1077,1108,1070,980,1059,1243,1033,
Finland,FIN,2020-04-12,1047.4,1180,1075,1010,998,1096,1058,
Finland,FIN,2020-04-19,1057.8,1094,1040,1060,1055,1110,1024,
Finland,FIN,2020-04-26,1015.4,1142,1075,968,1006,1027,1001,
Finland,FIN,2020-05-03,1037.8,1131,1021,976,1079,1023,1090,
Finland,FIN,2020-05-10,991.4,1074,1009,947,1049,980,972,
Finland,FIN,2020-05-17,970.8,1104,926,963,999,973,993,
Finland,FIN,2020-05-24,958.6,957,939,1023,995,909,927,
Finland,FIN,2020-05-31,950.4,990,947,980,980,926,919,
Finland,FIN,2020-06-07,966.2,984,907,913,1014,944,1053,
Finland,FIN,2020-06-14,950,1003,927,947,1021,921,934,
Finland,FIN,2020-06-21,967,1067,987,939,993,954,962,
Finland,FIN,2020-06-28,950.6,1021,924,995,993,946,895,
Finland,FIN,2020-07-05,945.8,997,1016,874,929,961,949,
Finland,FIN,2020-07-12,943,943,885,940,921,986,983,
Finland,FIN,2020-07-19,959.6,1023,902,949,925,1060,962,
Finland,FIN,2020-07-26,973.4,964,902,952,944,1047,1022,
Finland,FIN,2020-08-02,938.6,982,883,902,923,1063,922,
Finland,FIN,2020-08-09,924.8,954,874,919,954,919,958,
Finland,FIN,2020-08-16,950.4,977,956,946,943,984,923,
Finland,FIN,2020-08-23,958.6,1017,946,1006,906,943,992,
Finland,FIN,2020-08-30,963,988,957,991,954,947,966,
Finland,FIN,2020-09-06,967.2,979,917,991,1001,941,986,
Finland,FIN,2020-09-13,965,1123,966,922,1040,907,990,
Finland,FIN,2020-09-20,986.6,1043,977,1012,940,997,1007,
Finland,FIN,2020-09-27,990.8,1087,938,983,974,1012,1047,
Finland,FIN,2020-10-04,1016.4,977,957,986,1030,1059,1050,
Finland,FIN,2020-10-11,1022.8,984,982,1074,964,1004,1090,
Finland,FIN,2020-10-18,1015.4,1072,1025,994,1024,982,1052,
Finland,FIN,2020-10-25,1034.8,1071,1045,1025,1024,999,1081,
Finland,FIN,2020-11-01,1032.6,1128,967,1040,1034,1021,1101,
Finland,FIN,2020-11-08,1008.6,1040,967,1071,977,1031,997,
Finland,FIN,2020-11-15,994.8,1020,1005,1006,966,983,1014,
Finland,FIN,2020-11-22,1023.2,1112,1054,1099,998,995,970,
Finland,FIN,2020-11-29,1032.6,1099,1069,1044,988,1038,1024,
Finland,FIN,2020-12-06,1058,1098,1082,1034,1014,1063,1097,
Finland,FIN,2020-12-13,1060.6,1089,1060,1069,1056,1065,1053,
Finland,FIN,2020-12-20,1088.2,1091,1019,1168,1112,1037,1105,
Finland,FIN,2020-12-27,1162.4,938,1106,1321,1103,1193,1089,
Finland,FIN,2021-01-03,1162.4,931,,,,,,
France,FRA,2020-01-05,13445,12737,12804,11944,15509,14154,12814,14636
France,FRA,2020-01-12,13563,13200,13142,12032,15696,13590,13355,14592
France,FRA,2020-01-19,13210,12598,12803,12141,14700,13157,13249,15091
France,FRA,2020-01-26,13070.8,12331,12617,11824,14783,12464,13666,14722
France,FRA,2020-02-02,13071.2,12541,13281,11734,14282,12132,13927,14361
France,FRA,2020-02-09,13189.6,12407,13963,11827,13405,12697,14056,14076
France,FRA,2020-02-16,13024,12261,14666,11615,12610,12645,13584,14005
France,FRA,2020-02-23,12893,11835,14326,11522,11980,13136,13501,13147
France,FRA,2020-03-01,12922.2,12042,13592,12033,11712,14212,13062,12692
France,FRA,2020-03-08,12623.6,12139,12930,11920,11482,14327,12459,12026
France,FRA,2020-03-15,12036.8,12554,12264,12055,11013,13156,11696,
France,FRA,2020-03-22,11745,13939,11901,11867,10722,12687,11548,
France,FRA,2020-03-29,11642.4,16188,11684,11978,10795,12443,11312,
France,FRA,2020-04-05,11380.2,18805,11130,11614,10674,12014,11469,
France,FRA,2020-04-12,11173.6,17563,11239,11231,10664,11716,11018,
France,FRA,2020-04-19,11027.8,15396,10884,10694,10675,11603,11283,
France,FRA,2020-04-26,10917.4,12821,10790,10725,11027,10788,11257,
France,FRA,2020-05-03,10777,11260,10593,10831,10881,10696,10884,
France,FRA,2020-05-10,10639.2,11030,10480,10697,10691,10332,10996,
France,FRA,2020-05-17,10533.2,10755,10110,10542,10635,10399,10980,
France,FRA,2020-05-24,10531,11116,10026,10461,10604,10781,10783,
France,FRA,2020-05-31,10265.6,10434,10137,10043,10145,10512,10491,
France,FRA,2020-06-07,10207.6,10392,10416,10291,9851,10138,10342,
France,FRA,2020-06-14,10093.2,10360,10172,9904,10091,9978,10321,
France,FRA,2020-06-21,10365.4,10427,9862,10404,10864,10203,10494,
France,FRA,2020-06-28,10386.2,11111,10160,10073,9677,10894,11127,
France,FRA,2020-07-05,10746.6,10020,11190,10440,10584,10777,10742,
France,FRA,2020-07-12,10218.6,10316,10315,10156,10109,10255,10258,
France,FRA,2020-07-19,10444.6,10129,10181,10914,10289,10509,10330,
France,FRA,2020-07-26,10436.6,10542,9911,9838,10172,10923,11339,
France,FRA,2020-08-02,10156.6,10866,9698,9807,10405,10765,10108,
France,FRA,2020-08-09,10258.6,10748,10478,9820,9918,10731,10346,
France,FRA,2020-08-16,10023,11767,9935,10176,10083,9930,9991,
France,FRA,2020-08-23,10296,10490,9851,10497,10394,10388,10350,
France,FRA,2020-08-30,10282.2,10503,10094,10053,10300,10140,10824,
France,FRA,2020-09-06,10078.4,10623,9829,10195,9776,10497,10095,
France,FRA,2020-09-13,10356.2,11199,10157,10192,10368,10532,10532,
France,FRA,2020-09-20,10614.6,11781,10320,10259,11081,10520,10893,
France,FRA,2020-09-27,10628.4,10868,10408,10498,11239,10453,10544,
France,FRA,2020-10-04,10874.4,11856,10758,10669,10974,11061,10910,
France,FRA,2020-10-11,11147.8,11841,11100,11289,11099,11134,11117,
France,FRA,2020-10-18,11011.4,12167,10906,11384,10839,10780,11148,
France,FRA,2020-10-25,11157.2,13689,11293,11360,10946,10999,11188,
France,FRA,2020-11-01,11173.6,14613,11121,11158,11003,11194,11392,
France,FRA,2020-11-08,11289.2,15609,10762,11332,11314,11484,11554,
France,FRA,2020-11-15,11302.2,15467,10395,11689,11411,11249,11767,
France,FRA,2020-11-22,11422.8,14993,10489,11426,11631,11459,12109,
France,FRA,2020-11-29,11550.4,14697,10952,11402,11771,11595,12032,
France,FRA,2020-12-06,11671.8,14533,11125,11935,12031,11324,11944,
France,FRA,2020-12-13,11962,14504,11185,12273,12623,11501,12228,
France,FRA,2020-12-20,12305.2,14106,11207,13241,12704,12021,12353,
France,FRA,2020-12-27,12618.6,13801,11096,14411,13483,11954,12149,
France,FRA,2021-01-03,12618.6,14365,,,,,,
Georgia,GEO,2020-01-31,4815,4630,4575,4878,5346,4304,4972,
Georgia,GEO,2020-02-29,4104.8,4136,4177,4538,4129,3812,3868,
Georgia,GEO,2020-03-31,4378,4001,4725,4413,4362,4219,4171,
Georgia,GEO,2020-04-30,4114.4,3644,4325,4070,4133,3976,4068,
Georgia,GEO,2020-05-31,4047.2,3860,4270,4184,3853,3875,4054,
Georgia,GEO,2020-06-30,3703.6,3523,3687,3763,3665,3696,3707,
Georgia,GEO,2020-07-31,3630.4,3706,3762,3511,3604,3806,3469,
Georgia,GEO,2020-08-31,3711.2,3361,3836,4220,3533,3493,3474,
Georgia,GEO,2020-09-30,3360.4,3299,3444,3678,3239,3225,3216,
Georgia,GEO,2020-10-31,3819.4,4085,3852,4058,3866,3720,3601,
Georgia,GEO,2020-11-30,4045.2,5929,4118,4128,3932,4087,3961,
Georgia,GEO,2020-12-31,4449.8,6363,4350,5330,4160,4311,4098,
Germany,DEU,2020-01-05,19353.25,18903,,18467,20918,19342,18686,24687
Germany,DEU,2020-01-12,19612.25,19432,,18439,22070,18770,19170,24297
Germany,DEU,2020-01-19,19553.25,19187,,18627,21236,19187,19163,23922
Germany,DEU,2020-01-26,19866.5,18949,,18707,22083,19171,19505,22463
Germany,DEU,2020-02-02,20375.75,19826,,18493,23640,19558,19812,21540
Germany,DEU,2020-02-09,20338,19040,,18541,22744,20086,19981,20807
Germany,DEU,2020-02-16,20642.5,19664,,18483,22683,21254,20150,20360
Germany,DEU,2020-02-23,20994.5,18964,,18475,22266,22888,20349,18896
Germany,DEU,2020-03-01,21545.25,19505,,18926,20930,25535,20790,18443
Germany,DEU,2020-03-08,21305,19655,,18888,19102,26777,20453,18714
Germany,DEU,2020-03-15,20454,19897,,18971,18665,24385,19795,18807
Germany,DEU,2020-03-22,19564.75,19750,,18826,17640,22777,19016,
Germany,DEU,2020-03-29,18954,19714,,18617,17731,20906,18562,
Germany,DEU,2020-04-05,18495.25,20653,,18244,17028,20038,18671,
Germany,DEU,2020-04-12,17907.5,20518,,17712,16901,19165,17852,
Germany,DEU,2020-04-19,17373.25,19286,,16775,16637,17992,18089,
Germany,DEU,2020-04-26,17418.5,18562,,17053,17634,17093,17894,
Germany,DEU,2020-05-03,16977.25,17922,,16901,17129,16789,17090,
Germany,DEU,2020-05-10,17329,17643,,17629,17343,17226,17118,
Germany,DEU,2020-05-17,16870.75,16997,,16601,17079,16488,17315,
Germany,DEU,2020-05-24,16582.5,17166,,16286,16451,16513,17080,
Germany,DEU,2020-05-31,16802,16768,,16346,16902,17039,16921,
Germany,DEU,2020-06-07,16462.5,17274,,15799,15846,16714,17491,
Germany,DEU,2020-06-14,15967.5,16607,,15717,16087,15582,16484,
Germany,DEU,2020-06-21,16552.75,16398,,16910,16819,15843,16639,
Germany,DEU,2020-06-28,16565.5,17295,,15699,16076,16569,17918,
Germany,DEU,2020-07-05,16456.75,16447,,16229,16424,16622,16552,
Germany,DEU,2020-07-12,16041,16164,,16172,15603,16070,16319,
Germany,DEU,2020-07-19,16783,16530,,16985,16589,16702,16856,
Germany,DEU,2020-07-26,17546.25,16908,,16157,16058,18340,19630,
Germany,DEU,2020-08-02,17334.5,17412,,15439,16494,20371,17034,
Germany,DEU,2020-08-09,16572.25,17486,,15487,15784,18478,16540,
Germany,DEU,2020-08-16,16307.5,19692,,16258,16148,16890,15934,
Germany,DEU,2020-08-23,16475.5,17558,,17147,15880,16612,16263,
Germany,DEU,2020-08-30,16450.5,16641,,16101,16064,16000,17637,
Germany,DEU,2020-09-06,16050,16733,,16116,15706,16390,15988,
Germany,DEU,2020-09-13,16278.25,17101,,16372,16146,16292,16303,
Germany,DEU,2020-09-20,16315.5,17540,,15606,16505,16651,16500,
Germany,DEU,2020-09-27,16613.5,17398,,16336,16747,15969,17402,
Germany,DEU,2020-10-04,16634.25,17590,,16352,16664,16622,16899,
Germany,DEU,2020-10-11,17389,17463,,17427,17470,16993,17666,
Germany,DEU,2020-10-18,17250.75,17719,,17599,17139,16552,17713,
Germany,DEU,2020-10-25,17145,18567,,17586,17059,16608,17327,
Germany,DEU,2020-11-01,17181.25,18566,,17580,16762,16895,17488,
Germany,DEU,2020-11-08,17654,19056,,17782,17371,17604,17859,
Germany,DEU,2020-11-15,17817.25,19748,,18591,17594,16842,18242,
Germany,DEU,2020-11-22,17976.75,20185,,17911,17676,17785,18535,
Germany,DEU,2020-11-29,18173.75,21276,,18146,17877,18091,18581,
Germany,DEU,2020-12-06,18643.25,22639,,18793,18295,18342,19143,
Germany,DEU,2020-12-13,18608.25,23944,,18885,18504,17943,19101,
Germany,DEU,2020-12-20,18982,24701,,19376,18500,18990,19062,
Germany,DEU,2020-12-27,18638.5,25481,,19744,18652,17954,18204,
Germany,DEU,2021-01-03,18638.5,25362,,,,,,
Greece,GRC,2020-01-05,2825.25,2751,,2637,3425,2533,2706,
Greece,GRC,2020-01-12,2969,2923,,2638,3680,2453,3105,
Greece,GRC,2020-01-19,2837.25,2863,,2601,3364,2345,3039,
Greece,GRC,2020-01-26,2785.5,2774,,2652,3082,2548,2860,
Greece,GRC,2020-02-02,2787.25,2990,,2649,3002,2605,2893,
Greece,GRC,2020-02-09,2678.25,2850,,2594,2790,2557,2772,
Greece,GRC,2020-02-16,2535.75,2782,,2436,2675,2469,2563,
Greece,GRC,2020-02-23,2472.75,2469,,2215,2523,2493,2660,
Greece,GRC,2020-03-01,2479.25,2545,,2139,2399,2610,2769,
Greece,GRC,2020-03-08,2426,2645,,2248,2405,2532,2519,
Greece,GRC,2020-03-15,2396,2594,,2255,2444,2415,2470,
Greece,GRC,2020-03-22,2341,2548,,2185,2458,2330,2391,
Greece,GRC,2020-03-29,2302.25,2439,,2259,2253,2365,2332,
Greece,GRC,2020-04-05,2348,2454,,2275,2363,2341,2413,
Greece,GRC,2020-04-12,2312.75,2362,,2227,2363,2349,2312,
Greece,GRC,2020-04-19,2251.5,2268,,2100,2367,2319,2220,
Greece,GRC,2020-04-26,2246,2203,,2081,2325,2175,2403,
Greece,GRC,2020-05-03,2274.25,2307,,2246,2265,2226,2360,
Greece,GRC,2020-05-10,2167.75,2128,,2209,2159,1980,2323,
Greece,GRC,2020-05-17,2132.75,2474,,2121,2030,2112,2268,
Greece,GRC,2020-05-24,2067.75,2329,,2027,2013,2021,2210,
Greece,GRC,2020-05-31,2228.75,1961,,2199,2212,2223,2281,
Greece,GRC,2020-06-07,2176.75,2101,,1999,2121,2302,2285,
Greece,GRC,2020-06-14,2261.25,2211,,2175,2136,2188,2546,
Greece,GRC,2020-06-21,2385,2354,,2914,2170,2080,2376,
Greece,GRC,2020-06-28,2378.5,2181,,2318,2732,2045,2419,
Greece,GRC,2020-07-05,2358.75,2671,,2155,2542,2361,2377,
Greece,GRC,2020-07-12,2255.5,2304,,2186,2418,2160,2258,
Greece,GRC,2020-07-19,2134,2137,,1993,2090,2356,2097,
Greece,GRC,2020-07-26,2240,2235,,2285,2143,2195,2337,
Greece,GRC,2020-08-02,2312,2714,,2324,2307,2231,2386,
Greece,GRC,2020-08-09,2404.25,2528,,2212,2726,2288,2391,
Greece,GRC,2020-08-16,2264,2367,,2122,2288,2285,2361,
Greece,GRC,2020-08-23,2156.25,2361,,2049,2052,2260,2264,
Greece,GRC,2020-08-30,2155.75,2298,,2013,2076,2178,2356,
Greece,GRC,2020-09-06,2083.75,2315,,2041,1976,2196,2122,
Greece,GRC,2020-09-13,2054.5,2274,,1971,2100,2063,2084,
Greece,GRC,2020-09-20,2018,2276,,1882,1980,2100,2110,
Greece,GRC,2020-09-27,2001.75,2156,,1972,1926,2022,2087,
Greece,GRC,2020-10-04,2122.75,2223,,2081,2076,2176,2158,
Greece,GRC,2020-10-11,2136.5,2214,,2047,2185,2244,2070,
Greece,GRC,2020-10-18,2164.75,2144,,2142,2230,2164,2123,
Greece,GRC,2020-10-25,2191.25,2223,,2177,2157,2261,2170,
Greece,GRC,2020-11-01,2236.5,2413,,2148,2214,2301,2283,
Greece,GRC,2020-11-08,2298.5,2547,,2349,2310,2232,2303,
Greece,GRC,2020-11-15,2279.5,2784,,2244,2266,2392,2216,
Greece,GRC,2020-11-22,2351,3149,,2431,2319,2438,2216,
Greece,GRC,2020-11-29,2364,3297,,2413,2336,2312,2395,
Greece,GRC,2020-12-06,2429,3336,,2475,2278,2451,2512,
Greece,GRC,2020-12-13,2458.75,3115,,2414,2455,2503,2463,
Greece,GRC,2020-12-20,2515.75,2938,,2716,2367,2535,2445,
Greece,GRC,2020-12-27,2615.5,2763,,2875,2496,2632,2459,
Greece,GRC,2021-01-03,2615.5,2678,,,,,,
Guatemala,GTM,2020-01-05,1605.4,1756,1690,1562,1597,1716,1462,
Guatemala,GTM,2020-01-12,1633.6,1668,1616,1619,1606,1668,1659,
Guatemala,GTM,2020-01-19,1615,1662,1604,1581,1501,1746,1643,
Guatemala,GTM,2020-01-26,1557.6,1605,1480,1640,1477,1593,1598,
Guatemala,GTM,2020-02-02,1502.2,1597,1441,1593,1556,1351,1570,
Guatemala,GTM,2020-02-09,1561.4,1608,1512,1684,1525,1520,1566,
Guatemala,GTM,2020-02-16,1584.2,1584,1549,1718,1550,1498,1606,
Guatemala,GTM,2020-02-23,1576.2,1514,1623,1573,1563,1487,1635,
Guatemala,GTM,2020-03-01,1536.6,1562,1511,1603,1547,1448,1574,
Guatemala,GTM,2020-03-08,1579.6,1577,1537,1586,1665,1498,1612,
Guatemala,GTM,2020-03-15,1577.2,1468,1543,1677,1546,1526,1594,
Guatemala,GTM,2020-03-22,1588.6,1384,1458,1758,1662,1506,1559,
Guatemala,GTM,2020-03-29,1617.4,1320,1502,1805,1648,1400,1732,
Guatemala,GTM,2020-04-05,1603.8,1293,1523,1664,1699,1524,1609,
Guatemala,GTM,2020-04-12,1582.2,1249,1493,1629,1587,1520,1682,
Guatemala,GTM,2020-04-19,1608.8,1307,1579,1519,1626,1687,1633,
Guatemala,GTM,2020-04-26,1668.4,1397,1636,1627,1707,1689,1683,
Guatemala,GTM,2020-05-03,1610,1344,1550,1600,1543,1637,1720,
Guatemala,GTM,2020-05-10,1575.6,1361,1610,1622,1518,1449,1679,
Guatemala,GTM,2020-05-17,1598.6,1395,1550,1651,1545,1552,1695,
Guatemala,GTM,2020-05-24,1564.2,1460,1528,1572,1503,1596,1622,
Guatemala,GTM,2020-05-31,1501.4,1539,1542,1543,1499,1372,1551,
Guatemala,GTM,2020-06-07,1631,1882,1541,1617,1588,1686,1723,
Guatemala,GTM,2020-06-14,1575.6,1937,1496,1530,1565,1635,1652,
Guatemala,GTM,2020-06-21,1630,2109,1558,1595,1620,1659,1718,
Guatemala,GTM,2020-06-28,1618.2,2342,1549,1547,1550,1707,1738,
Guatemala,GTM,2020-07-05,1634.2,2618,1538,1611,1592,1613,1817,
Guatemala,GTM,2020-07-12,1611.6,2946,1516,1580,1620,1633,1709,
Guatemala,GTM,2020-07-19,1614.2,2776,1577,1556,1597,1671,1670,
Guatemala,GTM,2020-07-26,1622,2697,1585,1579,1644,1643,1659,
Guatemala,GTM,2020-08-02,1552.6,2558,1574,1577,1577,1340,1695,
Guatemala,GTM,2020-08-09,1606.4,2372,1580,1599,1650,1612,1591,
Guatemala,GTM,2020-08-16,1537.4,2214,1491,1513,1575,1478,1630,
